pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
GB	chr1	11000001	12000000	0.006714064948913301	175441	31816	4738709	28854
GB	chr1	12000001	13000000	0.0070201240783781226	205434	38816	5529247	36338
GB	chr1	13000001	14000000	0.0035403398355814794	185316	17968	5075219	19490
GB	chr1	14000001	15000000	0.0034125943477520317	110592	10158	2976621	21934
GB	chr1	15000001	16000000	0.003713491970410067	154758	15483	4169391	32274
GB	chr1	16000001	17000000	0.003241834285294202	186702	16228	5005808	46088
GB	chr1	17000001	18000000	0.00287133231658319	200251	15615	5438242	34972
GB	chr1	18000001	19000000	0.002314552761702252	203990	12901	5573863	28490
GB	chr1	19000001	20000000	0.0016937392023480828	210722	9847	5813764	17920
GB	chr1	20000001	21000000	0.003288390380276201	202520	18293	5562904	20240
GB	chr1	21000001	22000000	0.0043392919366079035	180086	21519	4959104	14552
GB	chr1	22000001	23000000	0.0041753995036946006	149740	16587	3972554	51764
GB	chr1	23000001	24000000	0.003768009673332478	143307	14481	3843143	32290
GB	chr1	24000001	25000000	0.0021537993982411793	204862	12147	5639801	19526
GB	chr1	25000001	26000000	0.002162063001205514	197175	11715	5418436	19504
GB	chr1	26000001	27000000	0.003282873724776587	197564	17550	5345926	32436
GB	chr1	27000001	28000000	0.0022333885155212323	186006	11466	5133903	14474
GB	chr1	28000001	29000000	0.003522574624534827	199793	19455	5522949	12686
GB	chr1	29000001	30000000	0.003891892209603214	123948	13243	3402715	11938
GR	chr1	1	1000000	0.0025063756968387862	208722	7707	3074958	17214
GR	chr1	1000001	2000000	0.003191986597026548	154845	7198	2255022	26146
GR	chr1	2000001	3000000	0.004625341906706893	138780	9424	2037471	13086
GR	chr1	3000001	4000000	0.002543738461924452	169735	6286	2471166	26388
GR	chr1	4000001	5000000	0.0017691892398822907	162044	4188	2367186	33196
GR	chr1	5000001	6000000	0.0013332029679844432	157872	3068	2301225	27074
GR	chr1	6000001	7000000	0.002117172622381539	163649	4914	2321020	56438
GR	chr1	7000001	8000000	0.0010067035451656323	133588	1976	1962842	24558
GR	chr1	8000001	9000000	0.0019653869440803867	133486	3746	1905986	70962
GR	chr1	9000001	10000000	0.0016633093472696284	153873	3648	2193218	104884
GR	chr1	10000001	11000000	0.001211257143541759	170956	3033	2504010	34694
GR	chr1	11000001	12000000	0.0012366676060898139	173469	3155	2551211	24868
GR	chr1	12000001	13000000	0.0018611313138963358	186606	5013	2693523	140700
GR	chr1	13000001	14000000	0.0015238338776980926	178435	3933	2580990	66258
GR	chr1	14000001	15000000	0.0020012257182227345	106026	3076	1537058	42376
GR	chr1	15000001	16000000	0.0016207991988424046	150101	3525	2174853	51234
GR	chr1	16000001	17000000	0.0012767961433936786	180758	3370	2639419	58290
GR	chr1	17000001	18000000	0.0014092523761846634	198268	4110	2916440	29782
GR	chr1	18000001	19000000	0.0017143126813313982	201311	5013	2924204	42976
GR	chr1	19000001	20000000	0.0013553130134013563	203617	4072	3004472	57312
GR	chr1	20000001	21000000	0.0010763570495572296	198743	3147	2923751	37496
GR	chr1	21000001	22000000	0.0010541803585207368	177814	2757	2615302	27038
GR	chr1	22000001	23000000	0.0013461546354096127	148716	2952	2192913	24982
GR	chr1	23000001	24000000	0.0010014411101915096	138386	2034	2031073	41534
GR	chr1	24000001	25000000	0.0009337486979906768	199746	2727	2920486	52082
GR	chr1	25000001	26000000	0.0007415809986483465	192309	2109	2843924	40934
GR	chr1	26000001	27000000	0.0009323461103948192	193348	2664	2857308	36598
GR	chr1	27000001	28000000	0.0018134137329232267	184157	4920	2713115	24828
GR	chr1	28000001	29000000	0.0013385724622449028	197372	3859	2882922	35654
GR	chr1	29000001	30000000	0.002917596619382628	122887	5259	1802511	16560
Ga	chr1	1	1000000	0.0025316489915188957	209175	294062	116154333	41188
Ga	chr1	1000001	2000000	0.003252305431551905	156473	281185	86457132	43874
Ga	chr1	2000001	3000000	0.0033270386891473564	139186	255179	76698537	47922
Ga	chr1	3000001	4000000	0.003767205440205819	170860	355480	94361724	51552
Ga	chr1	4000001	5000000	0.0029259787390622668	164832	263921	90199220	79832
Ga	chr1	5000001	6000000	0.0028182354387712417	159497	242559	86067685	135706
Ga	chr1	6000001	7000000	0.004549217749805663	167289	408515	89798955	167716
Ga	chr1	7000001	8000000	0.004251900879461347	135963	318792	74976348	44294
Ga	chr1	8000001	9000000	0.005308112785603592	141233	410044	77248547	65028
Ga	chr1	9000001	10000000	0.005658039557574379	166456	487240	86114633	263294
Ga	chr1	10000001	11000000	0.002655126531586026	174231	256658	96665073	39692
Ga	chr1	11000001	12000000	0.004700621172325912	175495	452405	96243663	80968
Ga	chr1	12000001	13000000	0.002719010640445531	205503	308697	113532840	64622
Ga	chr1	13000001	14000000	0.0022519380466869163	185417	232559	103270603	25180
Ga	chr1	14000001	15000000	0.003045217821512482	110818	186921	61381816	26628
Ga	chr1	15000001	16000000	0.0036736490067921755	155165	314759	85680205	56178
Ga	chr1	16000001	17000000	0.004122926611588605	187456	420457	101980229	114526
Ga	chr1	17000001	18000000	0.003562293244574139	200829	392529	110189974	96230
Ga	chr1	18000001	19000000	0.002831577641052493	204576	320509	113190963	55698
Ga	chr1	19000001	20000000	0.00206205193191828	211041	241761	117242925	43174
Ga	chr1	20000001	21000000	0.0035286951819618355	202577	390807	110751136	107394
Ga	chr1	21000001	22000000	0.004268309849043277	180113	423307	99174384	64230
Ga	chr1	22000001	23000000	0.004609496827115949	150101	374187	81177407	149842
Ga	chr1	23000001	24000000	0.004260943049363012	143400	329342	77293218	109324
Ga	chr1	24000001	25000000	0.003051964974347839	205153	345793	113301759	60180
Ga	chr1	25000001	26000000	0.002328689247587566	197381	253259	108756031	69300
Ga	chr1	26000001	27000000	0.0030754428548091864	197560	334246	108682234	78758
Ga	chr1	27000001	28000000	0.002370358285976671	186139	243982	102930431	52624
Ga	chr1	28000001	29000000	0.00327235482885343	199795	361332	110419566	59642
Ga	chr1	29000001	30000000	0.0037012712933343194	124020	252137	68121729	53424
Gf	chr1	1	1000000	0.0055501737789261955	208331	131839	23754031	123194
Gf	chr1	1000001	2000000	0.005439384573518916	155905	96504	17741713	89166
Gf	chr1	2000001	3000000	0.006563547046322291	139072	104645	15943361	66870
Gf	chr1	3000001	4000000	0.0055988288119787335	170590	110578	19750202	64668
Gf	chr1	4000001	5000000	0.006844535591003264	164906	130583	19078431	55370
Gf	chr1	5000001	6000000	0.0062257894521369605	159381	114206	18344019	64218
Gf	chr1	6000001	7000000	0.007832445483504619	167202	144244	18416215	138634
Gf	chr1	7000001	8000000	0.006884056174437874	135951	104124	15125385	109758
Gf	chr1	8000001	9000000	0.006708104440022242	141149	108392	16158365	70814
Gf	chr1	9000001	10000000	0.0077523064737890285	166315	144331	18617814	113564
Gf	chr1	10000001	11000000	0.006098910009755511	174197	122672	20113758	70108
Gf	chr1	11000001	12000000	0.005480481805124316	174973	105918	19326403	156706
Gf	chr1	12000001	13000000	0.008026450853335552	205433	177296	22088966	224212
Gf	chr1	13000001	14000000	0.007134261282643333	185338	151516	21237798	83684
Gf	chr1	14000001	15000000	0.006499323940133394	110790	84676	13028432	21192
Gf	chr1	15000001	16000000	0.0063846407321403965	155216	113096	17713761	74430
Gf	chr1	16000001	17000000	0.005966884007836829	186605	128212	21487262	86260
Gf	chr1	17000001	18000000	0.00620050468123268	200819	146702	23659687	33714
Gf	chr1	18000001	19000000	0.0064382609177036105	204576	151655	23555274	80516
Gf	chr1	19000001	20000000	0.006570957987031562	209069	158708	24152947	112810
Gf	chr1	20000001	21000000	0.006374862425208775	202477	148413	23280973	80790
Gf	chr1	21000001	22000000	0.006320194053157742	179863	129535	20495415	96058
Gf	chr1	22000001	23000000	0.006552634872748337	150992	113709	17353172	66232
Gf	chr1	23000001	24000000	0.006198841420596741	143400	102188	16485016	57304
Gf	chr1	24000001	25000000	0.005559191916250234	205015	132095	23761547	68050
Gf	chr1	25000001	26000000	0.0052413013487193575	197156	120753	23038744	52832
Gf	chr1	26000001	27000000	0.005908819090469004	197101	132800	22474880	114824
Gf	chr1	27000001	28000000	0.005734503837285621	186069	124328	21680690	51932
Gf	chr1	28000001	29000000	0.006007432998489157	199265	134058	22315355	143186
Gf	chr1	29000001	30000000	0.006046583636051516	124020	87564	14481566	31468
Gs	chr1	1	1000000	0.005698734079016946	208725	561377	98509071	216242
Gs	chr1	1000001	2000000	0.0065993428929941745	156402	484339	73392004	159944
Gs	chr1	2000001	3000000	0.007557807773422833	139186	490424	64889716	155240
Gs	chr1	3000001	4000000	0.006684313520941149	170859	543613	81326676	123320
Gs	chr1	4000001	5000000	0.006888090333032741	164893	532935	77370501	170606
Gs	chr1	5000001	6000000	0.007482884030211063	156649	524581	70104120	431624
Gs	chr1	6000001	7000000	0.008698453943190462	167230	660962	75986147	276626
Gs	chr1	7000001	8000000	0.008036630955609154	135963	506259	62993934	163828
Gs	chr1	8000001	9000000	0.0071718467123108535	141175	475714	66330754	148388
Gs	chr1	9000001	10000000	0.007977919842682233	166456	609000	76335688	229984
Gs	chr1	10000001	11000000	0.008103186765427511	174231	671677	82890475	125418
Gs	chr1	11000001	12000000	0.0076294613948401915	175490	612861	80328213	258382
Gs	chr1	12000001	13000000	0.009426377486248031	205497	828011	87839788	547760
Gs	chr1	13000001	14000000	0.0066536167848649155	185408	575962	86563747	193978
Gs	chr1	14000001	15000000	0.005728239820645684	110133	302477	52804528	91160
Gs	chr1	15000001	16000000	0.007223749090587828	155347	534337	73969485	112430
Gs	chr1	16000001	17000000	0.007475011655411686	187452	653359	87405750	200084
Gs	chr1	17000001	18000000	0.007792835519580618	200065	733576	94134670	224196
Gs	chr1	18000001	19000000	0.007903104894288818	202573	708644	89666531	506218
Gs	chr1	19000001	20000000	0.0064384410036338845	211108	638078	99104426	218340
Gs	chr1	20000001	21000000	0.007473132410074396	202583	708850	94853130	209468
Gs	chr1	21000001	22000000	0.0058372597849512655	180023	494274	84675690	189444
Gs	chr1	22000001	23000000	0.006981531474801396	151336	496642	71136541	148078
Gs	chr1	23000001	24000000	0.0069218132031031625	143248	435115	62861419	375330
Gs	chr1	24000001	25000000	0.006118027432754466	205149	591658	96707314	187564
Gs	chr1	25000001	26000000	0.005834762324876266	197374	547657	93861064	151584
Gs	chr1	26000001	27000000	0.005938949754873606	197575	553404	93182132	192664
Gs	chr1	27000001	28000000	0.006617375225217261	186139	586821	88678816	132832
Gs	chr1	28000001	29000000	0.006571290821007374	198990	620238	94386022	190148
Gs	chr1	29000001	30000000	0.006628640712794232	124023	392752	59250760	83976
Gz	chr1	1	1000000	0.004909451725279245	208254	484773	98742798	221708
Gz	chr1	1000001	2000000	0.005434048575467469	156391	402337	74040008	140408
Gz	chr1	2000001	3000000	0.006580242352758417	139045	427400	64952015	164914
Gz	chr1	3000001	4000000	0.005640535506799411	170728	458933	81363374	133292
